Job Title,Skills
['Full Stack Engineer'],"['React.js', 'Node.js', 'JavaScript', 'AngularJS', 'Java', 'Cascading Style Sheets (CSS)', 'Spring Boot', 'Amazon Web Services (AWS)', 'Full-Stack Development', 'Spring Framework']"
['General'],"['Military Operations', 'Military Weapons Handling', 'Easily Adaptable', 'Cultural Sensitivity', 'Compassion', 'Military Training', 'Critical Thinking', 'Leadership', 'Organization Skills', 'Communication']"
['General Counsel'],"['Legal Compliance', 'Legal Advice', 'Regulatory Compliance', 'Contract Negotiation', 'Corporate Governance', 'Corporate Law', 'Labor and Employment Law', 'Licensing Agreements', 'Litigation', 'Privacy Law']"
['General Manager'],"['Operations Management', 'General Management', 'P&L Management', 'Management', 'Inventory Management', 'Sales Management', 'Hiring', 'Restaurant Management', 'Sales', 'Food & Beverage']"
['Golfer'],"['Golf', 'Golf Instruction', 'Golf Courses', 'Golf Course Management', 'Golf Equipment', 'Customer Service', 'Golf Club Repair', 'Golf Management', 'Communication', 'Time Management']"
['Graphic Artist'],"['Adobe Illustrator', 'Graphic Arts', 'Graphic Design', 'Adobe Creative Suite', 'Logo Design', 'Illustration', 'Adobe InDesign', 'Adobe Photoshop', 'Graphics', 'Digital Illustration']"
['Graphic Design Specialist'],"['Adobe Illustrator', 'Adobe InDesign', 'Graphic Design', 'Adobe Photoshop', 'Adobe Creative Suite', 'Logo Design', 'Typography', 'Branding & Identity', 'Graphics', 'After Effects']"
['Graphic Designer'],"['Graphic Design', 'Adobe Illustrator', 'Logo Design', 'Adobe InDesign', 'Adobe Photoshop', 'Typography', 'Branding & Identity', 'Adobe Creative Suite', 'Print Design', 'Graphics']"
['Guest Services Associate'],"['Customer Service', 'Sales', 'Hospitality', 'Customer Experience', 'Cash Handling', 'Communication', 'Cashiering', 'Time Management', 'Organization Skills', 'Problem Solving']"
['Hairstylist'],"['Hair Styling', 'Cosmetology', 'Hair Coloring', 'Hair Care', 'Hair Cutting', 'Hair Extensions', 'Waxing', 'Beauty Industry', 'Photo Shoots', 'Hair Straightening']"
['Health And Wellness Coach'],"['Wellness Coaching', 'Nutrition', 'Wellness', 'Fitness', 'Motivational Interviewing', 'Health & Wellness', 'Coaching', 'Holistic Health', 'Lifestyle Coaching', 'Life Coaching']"
['Health Coach'],"['Wellness Coaching', 'Motivational Interviewing', 'Nutrition', 'Coaching', 'Holistic Health', 'Lifestyle Coaching', 'Nutritional Counseling', 'Life Coaching', 'Health Education', 'Fitness']"
['Healthcare Recruiter'],"['Recruiting', 'Healthcare Staffing', 'Staffing Services', 'Temporary Staffing', 'Sourcing', 'Applicant Tracking Systems', 'Healthcare', 'Contract Recruitment', 'Full-life Cycle Recruiting', 'Hiring']"
['Healthcare Specialist'],"['Healthcare', 'Healthcare Management', 'EMT', 'Basic Life Support (BLS)', 'Electronic Medical Records (EMR)', 'Patient Care', 'Medical Terminology', 'Emergency Medical Services (EMS)', 'U.S. National Registry of Emergency Medical Technicians (NREMT)', 'Medical Records']"
['Heavy Equipment Operator'],"['Heavy Equipment Operations', 'Excavation', 'Construction', 'Equipment Operation', 'Preventive Maintenance', 'Machine Operation', 'Equipment Maintenance', 'Forklift Operation', 'Welding', 'CDL Class A']"
['Help Desk Technician'],"['Active Directory', 'Technical Support', 'Troubleshooting', 'NA', 'Windows', 'Mac', 'Windows 10', 'Information Technology', 'Computer Repair', 'Computer Hardware Troubleshooting']"
['Home Care Provider'],"['Home Care', 'Caregiving', 'Healthcare', 'Customer Service', 'Elder Care', 'Patient Care', 'Time Management', 'Personal Care', 'Communication', 'Leadership']"
['Home Health Aide'],"['Home Care', 'Healthcare', 'Patient Care', 'Certified Nursing Assistant (CNA)', 'Home Health Agencies', 'Vital Signs', 'Elder Care', 'Direct Patient Care', 'Caregiving', 'Customer Service']"
['Host'],"['Podcasting', 'Customer Service', 'Food & Beverage', 'Communication', 'Social Media', 'Writing', 'Time Management', 'Leadership', 'Organization Skills', 'Public Speaking']"
['Hostess'],"['Customer Service', 'Hostessing', 'Organization Skills', 'Time Management', 'Communication', 'Leadership', 'Problem Solving', 'Phone Etiquette', 'Teamwork', 'Multitasking']"
['Housekeeper'],"['Housekeeping', 'Professional Cleaning', 'House Cleaning', 'Hospitality', 'Customer Service', 'Home Cleaning', 'Laundry', 'Residential Cleaning', 'Office Cleaning', 'Time Management']"
['Human Resources Administrator'],"['Human Resources Information Systems (HRIS)', 'Onboarding', 'HR Policies', 'Recruiting', 'Benefits Administration', 'Employee Relations', 'ADP Payroll', 'New Hire Orientations', 'Administration', 'Payroll Processing']"
['Human Resources Analyst'],"['Human Resources Information Systems (HRIS)', 'Workday', 'Recruiting', 'Onboarding', 'HR Policies', 'Benefits Administration', 'Data Analysis', 'Employee Relations', 'Applicant Tracking Systems', 'Compensation and Benefits']"
['Human Resources Assistant'],"['Recruiting', 'Benefits Administration', 'Onboarding', 'Human Resources Information Systems (HRIS)', 'ADP Payroll', 'Background Checks', 'HR Policies', 'Human Resources (HR)', 'New Hire Orientations', 'Data Entry']"
['Human Resources Business Partner'],"['HR Policies', 'Employee Relations', 'Employee Engagement', 'Performance Management', 'Human Resources Information Systems (HRIS)', 'Talent Management', 'Labor and Employment Law', 'Workforce Planning', 'Onboarding', 'Succession Planning']"
['Human Resources Consultant'],"['HR Consulting', 'HR Policies', 'Human Resources Information Systems (HRIS)', 'Workforce Planning', 'Employee Engagement', 'Labor and Employment Law', 'Recruiting', 'Employee Relations', 'Strategic Human Resources Leadership', 'Performance Management']"
['Human Resources Coordinator'],"['Onboarding', 'Human Resources Information Systems (HRIS)', 'Recruiting', 'HR Policies', 'New Hire Orientations', 'Benefits Administration', 'Employee Relations', 'Workday', 'Labor and Employment Law', 'Human Resources (HR)']"
['Human Resources Director'],"['HR Policies', 'Employee Relations', 'Performance Management', 'Human Resources Information Systems (HRIS)', 'Strategic Human Resources Leadership', 'Compensation and Benefits', 'Talent Management', 'Human Resources (HR)', 'HR Management', 'C++']"
['Human Resources Generalist'],"['Employee Relations', 'HR Policies', 'Human Resources Information Systems (HRIS)', 'Onboarding', 'Labor and Employment Law', 'Benefits Administration', 'Recruiting', 'U.S. Family and Medical Leave Act (FMLA)', 'New Hire Orientations', 'Employee Engagement']"
['Human Resources Manager'],"['Human Resources (HR)', 'HR Policies', 'Human Resources Information Systems (HRIS)', 'HR Management', 'Recruiting', 'Employee Relations', 'Onboarding', 'Performance Management', 'Employee Engagement', 'Compensation and Benefits']"
['Human Resources Specialist'],"['Recruiting', 'Human Resources Information Systems (HRIS)', 'HR Policies', 'Onboarding', 'HR Management', 'Human Resources (HR)', 'Employee Relations', 'Benefits Administration', 'New Hire Orientations', 'Human Resource Development']"
['Illustrator'],"['Illustration', 'Digital Illustration', 'Character Designs', 'Adobe Photoshop', 'Adobe Illustrator', 'Digital Art', 'Concept Art', 'Graphic Design', 'Clip Studio Paint', 'Adobe InDesign']"
['Implementation Consultant'],"['Software Implementation', 'Server Architecture', 'SMB', 'Zenworks', 'Virtual Network Computing (VNC)', 'DNS Management', 'Novell', 'OS X', 'Project Implementation', 'Dynamic Host Configuration Protocol (DHCP)']"
['Implementation Specialist'],"['Software Implementation', 'Salesforce.com', 'Software as a Service (SaaS)', 'Project Implementation', 'Project Management', 'Change Management', 'Customer Relationship Management (CRM)', 'Account Management', 'SQL', 'Training']"
['Industrial Engineer'],"['Industrial Engineering', 'Lean Six Sigma', 'Time Study', 'Lean Manufacturing', 'Continuous Improvement', 'Tableau', 'AutoCAD', 'Six Sigma Green Belt', 'SQL', '5S']"
['Information Security Analyst'],"['Information Security', 'Cybersecurity', 'Vulnerability Assessment', 'Incident Response', 'Security Information and Event Management (SIEM)', 'Vulnerability Management', 'NIST', 'NIST 800-53', 'Threat & Vulnerability Management', 'Network Security']"
['Information Specialist'],"['C++', 'Inventory Control', 'Python (Programming Language)', 'C (Programming Language)', 'Programming', 'ArcGIS Products', 'SQL', 'Geographic Information Systems (GIS)', 'Visual Basic', 'Visual Basic for Applications (VBA)']"
['Information Technology Analyst'],"['Active Directory', 'Information Technology', 'IT Operations', 'SQL', 'ServiceNow', 'Cybersecurity', 'Troubleshooting', 'Technical Support', 'Microsoft Azure', 'Information Security']"
['Information Technology Consultant'],"['C++', 'Java', 'IT Consulting', 'MySQL', 'SQL', 'Python (Programming Language)', 'Technical Support', 'MongoDB', 'JavaScript', 'Cloud Computing']"
['Information Technology Manager'],"['IT Management', 'IT Infrastructure Management', 'IT Operations', 'IT Service Management (ITSM)', 'Information Technology', 'Infrastructure', 'Cybersecurity', 'Active Directory', 'Network Administration', 'Microsoft Azure']"
['Information Technology Project Manager'],"['C++', 'Scrum', 'IT Management', 'Project Analysis', 'Agile Project Management', 'Project Planning', 'Project Delivery', 'Agile Methodologies', 'Project Management', 'Java']"
['Information Technology Recruiter'],"['IT Recruitment', 'Technical Recruiting', 'Recruiting', 'Sourcing', 'NA', 'Staffing Services', 'Boolean Searching', 'Screening Resumes', 'Full-life Cycle Recruiting', 'Contract Recruitment']"
['Information Technology Specialist'],"['Active Directory', 'Information Technology', 'Troubleshooting', 'Technical Support', 'IT Operations', 'Cybersecurity', 'Computer Hardware Troubleshooting', 'Networking', 'Computer Hardware', 'Network Administration']"
['Information Technology Supervisor'],"['IT Operations', 'IT Management', 'Information Technology', 'Active Directory', 'IT Service Management (ITSM)', 'Technical Support', 'Troubleshooting', 'IT Strategy', 'Cybersecurity', 'NA']"
['Information Technology Support Specialist'],"['Active Directory', 'Technical Support', 'Troubleshooting', 'Mac', 'Information Technology', 'IT Operations', 'Computer Hardware Troubleshooting', 'LAN-WAN', 'IT Hardware Support', 'Windows']"
['Information Technology Support Technician'],"['Active Directory', 'Technical Support', 'Windows', 'Troubleshooting', 'IT Hardware Support', 'Mac', 'Computer Hardware Troubleshooting', 'IT Operations', 'Information Technology', 'Windows 10']"
['Information Technology Technician'],"['Windows', 'Active Directory', 'Troubleshooting', 'Technical Support', 'IT Operations', 'Information Technology', 'Computer Hardware Troubleshooting', 'Computer Repair', 'Computer Hardware', 'IT Hardware Support']"
['Inside Sales Representative'],"['Inside Sales', 'Cold Calling', 'Business-to-Business (B2B)', 'Sales', 'Direct Sales', 'Account Management', 'Salesforce.com', 'Sales Management', 'Customer Relationship Management (CRM)', 'Sales Operations']"
['Inside Sales Specialist'],"['Inside Sales', 'Sales', 'Account Management', 'Salesforce.com', 'Sales Management', 'Direct Sales', 'Sales Operations', 'Cold Calling', 'Business-to-Business (B2B)', 'Customer Relationship Management (CRM)']"
['Installer'],"['Construction', 'Field Installation', 'Equipment Installation', 'Carpentry', 'Troubleshooting', 'Forklift Operation', 'Power Tools', 'Customer Service', 'Electrical Wiring', 'Hardware Installation']"
['Instructional Assistant'],"['Teaching', 'Classroom Management', 'Working With Children', 'Special Education', 'Tutoring', 'Assistant Teaching', 'Elementary Education', 'Education', 'Classroom Instruction', 'Python (Programming Language)']"
['Instructional Designer'],"['Articulate Storyline', 'Instructional Design', 'Camtasia', 'E-Learning', 'ADDIE', 'Learning Management Systems', 'Captivate', 'Curriculum Development', 'Training & Development', 'Educational Technology']"
['Insurance Agent'],"['Insurance', 'Life Insurance', 'Property and Casualty Insurance', 'Sales', 'Health Insurance', 'Homeowners Insurance', 'Commercial Insurance', 'Term Life Insurance', 'Auto Insurance', 'Whole Life Insurance']"
['Insurance Specialist'],"['Insurance', 'Property and Casualty Insurance', 'Life Insurance', 'Health Insurance', 'Commercial Insurance', 'Homeowners Insurance', 'Insurance Claims', 'Data Entry', 'Medical Billing', 'General Insurance']"
['Intelligence Analyst'],"['Intelligence Analysis', 'Active TS/SCI Clearance', 'Intelligence', 'All-Source Intelligence', 'Geospatial Intelligence', 'Intelligence Community', 'Source Intelligence', 'Briefing', 'Threat Analysis', 'Military Operations']"
['Intensive Care Nurse'],"['Critical Care Nursing', 'Advanced Cardiac Life Support (ACLS)', 'Basic Life Support (BLS)', 'Telemetry', 'Acute Care', 'Critical Care Medicine', 'Nursing', 'Medical-Surgical', 'Intra-Aortic Balloon Pump (IABP)', 'Pediatric Advanced Life Support (PALS)']"
['Interface Specialist'],"['User Interface Design', 'User Experience (UX)', 'User Experience Design (UED)', 'Wireframing', 'Prototyping', 'Usability Testing', 'Adobe XD', 'Interaction Design', 'User Interface Prototyping', 'User-centered Design']"
['Interior Designer'],"['Interior Design', 'Space Planning', 'Revit', 'SketchUp', 'Residential Design', 'AutoCAD', 'FF&E Specifications', 'Interior Architecture', 'FF&E', 'Design']"
['Internal Auditor'],"['Internal Audits', 'Sarbanes-Oxley Act', 'Auditing', 'Internal Controls', 'Risk Management', 'Financial Audits', 'Regulatory Compliance', 'Accounting', 'IT Auditing', 'Risk Assessment']"
['Interpreter'],"['Interpreting', 'Translation', 'Consecutive Interpretation', 'Simultaneous Interpretation', 'Language Services', 'American Sign Language', 'Conference Interpreting', 'Spanish', 'Multilingual', 'Spanish Translation']"
['Interventionist'],"['Reading Intervention', 'Teaching', 'Special Education', 'Interventions', 'Behavioral Intervention', 'Crisis Intervention', 'Applied Behavior Analysis', 'Classroom Management', 'Lesson Planning', 'Behavior Management']"
['Inventory Manager'],"['Inventory Management', 'Inventory Control', 'Materials Management', 'Warehouse Operations', 'Inventory Analysis', 'Inventory Planning', 'Material Requirements Planning (MRP)', 'Logistics Management', 'Inventory Accuracy', 'Supply Chain Management']"
['Inventory Specialist'],"['Inventory Control', 'Inventory Management', 'Materials Management', 'Inventory Analysis', 'Inventory Accuracy', 'Physical Inventory', 'Inventory Planning', 'Shipping & Receiving', 'Warehouse Operations', 'Customer Relationship Management (CRM)']"
['Investment Advisor'],"['Investments', 'Investment Management', 'Investment Strategies', 'Series 65', 'Wealth Management Services', 'Alternative Investments', 'Foreign Exchange (FX) Trading', 'Financial Planning', 'Investment Advisory Services', 'Retirement Planning']"
['Investment Analyst'],"['Financial Modeling', 'Financial Analysis', 'Equity Research', 'Investments', 'Investment Strategies', 'Bloomberg Terminal', 'Investment Management', 'Portfolio Management', 'Commercial Real Estate', 'Strategic Studies']"
['Investment Specialist'],"['Investments', 'Investment Management', 'Investment Strategies', 'Cryptocurrency Trading', 'Foreign Exchange (FX) Trading', 'Bitcoin', 'Finance', 'Bitcoin Mining', 'Financial Analysis', 'Investment Banking']"
['Java Software Engineer'],"['Spring Framework', 'Spring Boot', 'Java', 'AngularJS', 'Hibernate', 'Spring MVC', 'Core Java', 'JavaScript', 'Microservices', 'Amazon Web Services (AWS)']"
['Journalist'],"['Journalism', 'Online Journalism', 'Writing', 'News Writing', 'Editing', 'Interviewing', 'Social Media', 'Creative Writing', 'Web Content Writing', 'Reporting']"
['Key Account Manager'],"['Key Account Development', 'Account Management', 'Business Development', 'Business-to-Business (B2B)', 'Sales Management', 'Sales Presentations', 'Customer Relationship Management (CRM)', 'Sales', 'Direct Sales', 'Salesforce.com']"
['Keyholder'],"['Retail Sales', 'Retail', 'Team Management', 'Sales', 'Customer Service', 'Merchandising', 'Visual Merchandising', 'Cash Handling', 'Customer Experience', 'Inventory Management']"
['Kitchen Manager'],"['Culinary Skills', 'Restaurant Management', 'Food & Beverage', 'Food Safety', 'Food Preparation', 'Team Management', 'Cooking', 'Food Service Operations', 'Culinary Management', 'Serve Safe Certified']"
['Kitchen Staff'],"['Food & Beverage', 'Food Preparation', 'Cooking', 'Food Safety', 'Customer Service', 'Time Management', 'Culinary Skills', 'Communication', 'Organization Skills', 'Leadership']"
['Laboratory Assistant'],"['Laboratory Skills', 'Laboratory Techniques', 'Polymerase Chain Reaction (PCR)', 'Laboratory Safety', 'Laboratory Equipment', 'Research', 'DNA Extraction', 'MATLAB', 'Gel Electrophoresis', 'Data Entry']"
['Laboratory Manager'],"['Laboratory Skills', 'Laboratory Safety', 'Laboratory Equipment', 'Good Laboratory Practice (GLP)', 'DNA Extraction', 'Research', 'Laboratory Techniques', 'Clinical Laboratory Management', 'Quality Control', 'Laboratory Information Management System (LIMS)']"
['Laboratory Specialist'],"['Laboratory Skills', 'Laboratory Equipment', 'Laboratory Safety', 'Polymerase Chain Reaction (PCR)', 'Research', 'Laboratory Information Management System (LIMS)', 'Laboratory Techniques', 'Good Laboratory Practice (GLP)', 'Chemistry', 'Python (Programming Language)']"
['Laboratory Technician'],"['Laboratory Skills', 'Laboratory Equipment', 'Laboratory Techniques', 'Laboratory Safety', 'Good Laboratory Practice (GLP)', 'Polymerase Chain Reaction (PCR)', 'Laboratory Technicians', 'DNA Extraction', 'Sample Preparation', 'Laboratory Information Management System (LIMS)']"
['Landscaper'],"['Landscape Design', 'Landscaping', 'Landscape Maintenance', 'Landscape Architecture', 'Lawn Care', 'Lawn Mowing', 'Landscape Construction', 'Customer Service', 'Landscape Management', 'Leadership']"
['Law Clerk'],"['Legal Research', 'Legal Writing', 'Personal Injury Law', 'Legal Document Preparation', 'Family Law', 'Westlaw', 'Litigation', 'LexisNexis', 'Civil Litigation', 'Criminal Law']"
['Lawyer'],"['Legal Advice', 'Litigation', 'Legal Compliance', 'Legal Writing', 'Contract Negotiation', 'Corporate Law', 'Civil Litigation', 'Legal Research', 'Regulatory Compliance', 'Commercial Litigation']"
['Learning Specialist'],"['Instructional Design', 'Employee Learning & Development', 'Learning Management Systems', 'E-Learning', 'Curriculum Development', 'Training & Development', 'K-12 Education', 'Teaching', 'Education', 'Training']"
['Leasing Consultant'],"['Property Management', 'Sales', 'Yardi Voyager', 'Yardi', 'OneSite', 'Fair Housing', 'Lease Administration', 'Customer Service', 'Automotive Sales', 'Yardi Property Management']"
['Leasing Specialist'],"['Property Management', 'Yardi', 'OneSite', 'Yardi Voyager', 'Sales', 'Yardi Property Management', 'Fair Housing', 'Lease Administration', 'Customer Service', 'Resident Retention']"
['Lecturer'],"['University Teaching', 'Teaching', 'Higher Education', 'Lecturing', 'Curriculum Development', 'Research', 'Education', 'Writing', 'Instructional Design', 'Mentoring']"
['Legal Assistant'],"['Legal Assistance', 'Legal Document Preparation', 'Personal Injury Law', 'Legal Assistants', 'Legal Writing', 'Legal Research', 'Legal Discovery', 'Administrative Assistance', 'Family Law', 'Case Management']"
['Legal Specialist'],"['Legal Research', 'Legal Writing', 'Legal Document Preparation', 'Westlaw', 'Legal Assistance', 'Corporate Law', 'LexisNexis', 'Litigation', 'Law', 'Criminal Law']"
['Librarian'],"['Library Services', 'Library Reference', 'Library Management', 'Library Instruction', 'Cataloging', 'Collection Development', 'Information Literacy', 'Library Science', 'Library Research', 'Public Libraries']"
['Library Assistant'],"['Library Services', 'Cataloging', 'Library Reference', 'Customer Service', 'Organization Skills', 'Public Libraries', 'Library of Congress Classification', 'Research', 'Circulation', 'Writing']"
['Licensed Practical Nurse'],"['Nursing', 'Licensed Practical Nurse (LPN)', 'Medication Administration', 'Wound Care', 'Geriatric Nursing', 'Nursing Documentation', 'IV Therapy', 'Home Care', 'Direct Patient Care', 'Patient Education']"
['Lieutenant'],"['Law Enforcement', 'Public Safety', 'Patrol', 'Criminal Investigations', 'Police', 'Crime Prevention', 'Police Administration', 'Military Operations', 'Investigation', 'Military']"
['Life Coach'],"['Life Coaching', 'Coaching', 'Transformational Life Coaching', 'Wellness Coaching', 'Personal Coaching', 'Personal Development', 'Lifestyle Coaching', 'Coaching and Mentoring', 'Holistic Life Coaching', 'Executive Coaching']"
['Lifeguard'],"['Lifeguarding', 'Cardiopulmonary Resuscitation (CPR)', 'First Aid', 'Automated External Defibrillator (AED)', 'Swim Instruction', 'Swimming', 'Leadership', 'Adult CPR', 'Communication', 'Customer Service']"
['Litigation Paralegal'],"['Legal Discovery', 'Personal Injury Law', 'Litigation Support', 'Civil Litigation', 'Litigation', 'Subpoenas', 'Legal Document Preparation', 'Legal Research', 'Legal Writing', 'ECF']"
['Loan Clerk'],"['Mortgage Lending', 'Loans', 'Encompass', 'U.S. VA Loans', 'Residential Mortgages', 'U.S. Federal Housing Authority (FHA)', 'Loan Origination', 'Consumer Lending', 'Loan Servicing', 'Government Loans']"
['Loan Officer'],"['Mortgage Lending', 'Government Loans', 'Loan Origination', 'U.S. VA Loans', 'Loans', 'Loan Officers', 'Residential Mortgages', 'Consumer Lending', 'Refinancing', 'Commercial Lending']"
['Logistics Coordinator'],"['Logistics Management', 'Dispatching', 'Freight Transportation', 'Third-Party Logistics (3PL)', 'International Logistics', 'Import Export', 'Supply Chain Management', 'Distribution Logistics', 'Customer Relationship Management (CRM)', 'Freight']"
['Logistics Manager'],"['Logistics Management', 'Supply Chain Management', 'Transportation', 'Inventory Management', 'Warehouse Operations', 'Third-Party Logistics (3PL)', 'International Logistics', 'Operations Management', 'Fleet Management', 'Trucking']"
['Logistics Specialist'],"['Logistics Management', 'Supply Chain Management', 'Distribution Logistics', 'Military Logistics', 'Third-Party Logistics (3PL)', 'Warehouse Operations', 'Inventory Management', 'International Logistics', 'Dispatching', 'Shipping']"
['Machine Operator'],"['Machine Operation', 'Manufacturing', 'Forklift Operation', 'Equipment Operation', 'CNC Machine', 'Machinery', 'Quality Control', 'Pallet Jack', 'Heavy Equipment Operations', 'Shipping & Receiving']"
['Machinist'],"['Machining', 'CNC Machine', 'Computer Numerical Control (CNC)', 'Precision Machining', 'Lathes', 'CNC Mill', 'CNC Manufacturing', 'CNC Programming', 'CNC Operation', 'Milling']"
['Maintenance Manager'],"['Maintenance Management', 'Preventive Maintenance', 'Maintenance & Repair', 'Building Maintenance', 'Facility Management (FM)', 'Planned Preventative Maintenance', 'Equipment Maintenance', 'Maintenance', 'Predictive Maintenance', 'Maintenance Planning']"
['Maintenance Specialist'],"['Preventive Maintenance', 'Maintenance & Repair', 'Maintenance', 'Maintenance Management', 'Equipment Maintenance', 'Electrical Troubleshooting', 'Building Maintenance', 'Industrial Maintenance', 'Welding', 'Plumbing']"
['Maintenance Supervisor'],"['Maintenance Management', 'Preventive Maintenance', 'Maintenance & Repair', 'Maintenance Planning', 'Maintenance', 'Building Maintenance', 'Plumbing', 'Electrical Troubleshooting', 'Equipment Maintenance', 'Corrective Maintenance']"
['Maintenance Technician'],"['Preventive Maintenance', 'Maintenance & Repair', 'Electrical Troubleshooting', 'Equipment Maintenance', 'Maintenance', 'Building Maintenance', 'Electricity', 'Programmable Logic Controller (PLC)', 'Motors', 'Electro-mechanical Troubleshooting']"
['Makeup Artist'],"['Makeup Artistry', 'Cosmetics', 'Beauty Industry', 'Skin Care', 'Cosmetology', 'Special Effects Makeup', 'Stage Make-up', 'Makeovers', 'Photo Shoots', 'Hair Styling']"
['Management Analyst'],"['Federal Government', 'Analytics', 'Data Analysis', 'Analytical Skills', 'Change Management', 'Program Management', 'Business Analysis', 'Project Management', 'Financial Analysis', 'Budget Management']"
['Management Consultant'],"['Management Consulting', 'Change Management', 'Digital Transformation', 'Consulting', 'Business Transformation', 'Program Management', 'Business Strategy', 'Strategy', 'Project Management', 'Project Management Office (PMO)']"
['Manager of Sales'],"['Sales Management', 'Account Management', 'Sales', 'Sales Operations', 'Sales & Marketing', 'Sales Presentations', 'Direct Sales', 'Business Development', 'Business-to-Business (B2B)', 'Customer Relationship Management (CRM)']"
['Managing Director'],"['Business Development', 'Investment Management', 'Business Strategy', 'Board of Directors', 'Venture Capital', 'Corporate Development', 'Operations Management', 'Business-to-Business (B2B)', 'Investment Banking', 'Mergers & Acquisitions (M&A)']"
['Managing Partner'],"['Board of Directors', 'Operations Management', 'Business Development', 'Business-to-Business (B2B)', 'Partner Relationship Management', 'Human Resources (HR)', 'Business Strategy', 'Business Planning', 'Sales Management', 'Job Planning']"
['Manufacturing Engineer'],"['Manufacturing Engineering', 'Tooling Design', 'Lean Six Sigma', 'Lean Manufacturing', 'Design for Manufacturing', 'SOLIDWORKS', 'Geometric Dimensioning & Tolerancing', 'Manufacturing Operations', 'Manufacturing', 'Manufacturing Processes']"
['Manufacturing Specialist'],"['Knitting', 'Craftsmanship', 'Embroidery', 'Watercolor', 'Cost Accounting', 'Sketch App', 'Fashion Illustration', 'Fashion Design', 'Fashion', 'Styling']"
['Manufacturing Technician'],"['Manufacturing', 'Clean Rooms', 'Manufacturing Operations', 'Troubleshooting', 'Manufacturing Processes', 'Soldering', 'Aseptic Technique', 'Lean Manufacturing', 'cGMP manufacturing', 'Standard Operating Procedure (SOP)']"
['Marine'],"['Military', 'Marine Corps', 'Military Training', 'Leadership', 'Military Leadership', 'Military Weapons Handling', 'Team Leadership', 'Weapons Handling', 'Military Operations', 'Military Logistics']"
['Market Manager'],"['Account Management', 'Sales Management', 'Business Development', 'Team Building', 'Sales', 'Business-to-Business (B2B)', 'Marketing', 'Team Leadership', 'Management', 'Leadership']"
['Market Specialist'],"['Market Research', 'Marketing', 'Sales', 'Social Media Marketing', 'Leadership', 'Communication', 'Data Analysis', 'Microsoft Excel', 'Marketing Strategy', 'Time Management']"
['Marketing Analyst'],"['Marketing Analytics', 'Google Analytics', 'Tableau', 'Marketing Strategy', 'Digital Marketing', 'Data Visualization', 'SQL', 'Data Analysis', 'Social Media Marketing', 'Market Research']"
['Marketing Assistant'],"['Social Media Marketing', 'Marketing', 'Social Media', 'Digital Marketing', 'Canva', 'Email Marketing', 'Adobe InDesign', 'Adobe Photoshop', 'Graphic Design', 'Adobe Illustrator']"
['Marketing Associate'],"['Digital Marketing', 'Marketing', 'Email Marketing', 'Social Media Marketing', 'Copywriting', 'Social Media', 'Marketing Strategy', 'Canva', 'Content Marketing', 'Search Engine Optimization (SEO)']"
['Marketing Communications Manager'],"['Strategic Communications', 'Digital Marketing', 'Email Marketing', 'Social Media Marketing', 'Marketing Strategy', 'Internal Communications', 'Copywriting', 'Content Strategy', 'Search Engine Optimization (SEO)', 'Press Releases']"
['Marketing Consultant'],"['Marketing Strategy', 'Digital Marketing', 'Social Media Marketing', 'Email Marketing', 'Marketing', 'Copywriting', 'Media Planning', 'Search Engine Optimization (SEO)', 'Brand Awareness', 'Product Marketing']"
['Marketing Coordinator'],"['Social Media Marketing', 'Email Marketing', 'Digital Marketing', 'Marketing', 'Marketing Strategy', 'Copywriting', 'Direct Marketing', 'Graphic Design', 'Search Engine Optimization (SEO)', 'Social Media']"
['Marketing Director'],"['Business Management', 'Marketing', 'International Relations', 'Marketing Strategy', 'Accounting', 'Market Research', 'Market Planning', 'Digital Marketing', 'Marketing Management', 'Channel Sales']"
['Marketing Manager'],"['Branding', 'Networking', 'Marketing', 'Digital Marketing', 'B2B Marketing', 'Marketing Strategy', 'Social Media Marketing', 'Marketing Management', 'Email Marketing', 'Social Media']"
['Marketing Representative'],"['Marketing', 'Sales', 'Social Media Marketing', 'Sales & Marketing', 'Lead Generation', 'Marketing Strategy', 'Business-to-Business (B2B)', 'Digital Marketing', 'Cold Calling', 'Social Media']"
['Marketing Specialist'],"['Marketing', 'Branding', 'Social Media Marketing', 'Digital Marketing', 'Networking', 'Social Media', 'Marketing Strategy', 'Email Marketing', 'Rebranding', 'Canva']"
['Marketing Strategist'],"['Marketing Strategy', 'Digital Marketing', 'Content Strategy', 'Email Marketing', 'Social Media Marketing', 'Search Engine Optimization (SEO)', 'Copywriting', 'Marketing', 'Content Marketing', 'Business-to-Business (B2B)']"
['Massage Therapist'],"['Deep Tissue Massage', 'Bodywork', 'Therapeutic Massage', 'Chair Massage', 'Swedish Massage', 'Trigger Point Therapy', 'Sports Massage', 'Myofascial Release Therapy', 'Pregnancy Massage', 'Medical Massage']"
['Material Handler'],"['Shipping & Receiving', 'Forklift Operation', 'Warehouse Operations', 'Material Handling', 'Order Picking', 'Pallet Jack', 'Inventory Management', 'Inventory Control', 'Forklift Training', 'Materials Management']"
['Mathematics Teacher'],"['Mathematics', 'Mathematics Education', 'Teaching', 'Algebra', 'Curriculum Development', 'Classroom Management', 'Education', 'Educational Technology', 'Lesson Planning', 'Calculus']"
