Job_Title,Skills,skill_entities,job_entities,relationships
Technical Program Manager,"Program Management, Agile Methodologies, Product Management, Agile Project Management, Scrum, Cross-functional Team Leadership, Jira, Software Development Life Cycle (SDLC), Change Management, Confluence","[('Program Management', 'Skill'), ('Agile Methodologies', 'Skill'), ('Product Management', 'Skill'), ('Agile Project Management', 'Skill'), ('Scrum', 'Skill'), ('Cross-functional Team Leadership', 'Skill'), ('Jira', 'Skill'), ('Software Development Life Cycle (SDLC)', 'Skill'), ('Change Management', 'Skill'), ('Confluence', 'Skill')]","[('Technical Program Manager', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Program Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Agile Methodologies', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Product Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Agile Project Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Scrum', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Cross-functional Team Leadership', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Jira', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Software Development Life Cycle (SDLC)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Change Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Program Manager', 'to_type': 'Skill', 'to_id': 'Confluence', 'type': 'REQUIRES'}]"
Technical Project Manager,"Failure Mode and Effects Analysis (FMEA), Media Events, Design of Experiments (DOE), Print Marketing, Newsletter Production, NA, Corporate Website Management, Inbound Marketing, Website Building, Jira","[('Failure Mode and Effects Analysis (FMEA)', 'Skill'), ('Media Events', 'Skill'), ('Design of Experiments (DOE)', 'Skill'), ('Print Marketing', 'Skill'), ('Newsletter Production', 'Skill'), ('NA', 'Skill'), ('Corporate Website Management', 'Skill'), ('Inbound Marketing', 'Skill'), ('Website Building', 'Skill'), ('Jira', 'Skill')]","[('Technical Project Manager', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Failure Mode and Effects Analysis (FMEA)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Media Events', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Design of Experiments (DOE)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Print Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Newsletter Production', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'NA', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Corporate Website Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Inbound Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Website Building', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Project Manager', 'to_type': 'Skill', 'to_id': 'Jira', 'type': 'REQUIRES'}]"
Technical Recruiter,"Technical Recruiting, IT Recruitment, Sourcing, Recruiting, Full-life Cycle Recruiting, Applicant Tracking Systems, Contract Recruitment, LinkedIn Recruiter, Staffing Services, Screening Resumes","[('Technical Recruiting', 'Skill'), ('IT Recruitment', 'Skill'), ('Sourcing', 'Skill'), ('Recruiting', 'Skill'), ('Full-life Cycle Recruiting', 'Skill'), ('Applicant Tracking Systems', 'Skill'), ('Contract Recruitment', 'Skill'), ('LinkedIn Recruiter', 'Skill'), ('Staffing Services', 'Skill'), ('Screening Resumes', 'Skill')]","[('Technical Recruiter', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'Technical Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'IT Recruitment', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'Sourcing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'Full-life Cycle Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'Applicant Tracking Systems', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'Contract Recruitment', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'LinkedIn Recruiter', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'Staffing Services', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Recruiter', 'to_type': 'Skill', 'to_id': 'Screening Resumes', 'type': 'REQUIRES'}]"
Technical Specialist,"Technical Support, Information Technology, Troubleshooting, Technical Specialists, iOS, Team Building, Python (Programming Language), C++, Web Pages, Strategic Planning","[('Technical Support', 'Skill'), ('Information Technology', 'Skill'), ('Troubleshooting', 'Skill'), ('Technical Specialists', 'Skill'), ('iOS', 'Skill'), ('Team Building', 'Skill'), ('Python (Programming Language)', 'Skill'), ('C++', 'Skill'), ('Web Pages', 'Skill'), ('Strategic Planning', 'Skill')]","[('Technical Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'Technical Support', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'Information Technology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'Troubleshooting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'Technical Specialists', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'iOS', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'Team Building', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'Python (Programming Language)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'C++', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'Web Pages', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Specialist', 'to_type': 'Skill', 'to_id': 'Strategic Planning', 'type': 'REQUIRES'}]"
Technical Support Engineer,"Technical Support, Troubleshooting, Programming, Python (Programming Language), Inventory Control, SQL, Supply Chain Management, Linux, MySQL, Computer Networking","[('Technical Support', 'Skill'), ('Troubleshooting', 'Skill'), ('Programming', 'Skill'), ('Python (Programming Language)', 'Skill'), ('Inventory Control', 'Skill'), ('SQL', 'Skill'), ('Supply Chain Management', 'Skill'), ('Linux', 'Skill'), ('MySQL', 'Skill'), ('Computer Networking', 'Skill')]","[('Technical Support Engineer', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'Technical Support', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'Troubleshooting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'Programming', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'Python (Programming Language)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'Inventory Control', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'SQL', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'Supply Chain Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'Linux', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'MySQL', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Engineer', 'to_type': 'Skill', 'to_id': 'Computer Networking', 'type': 'REQUIRES'}]"
Technical Support Specialist,"Technical Support, Troubleshooting, Mac, Customer Support, Information Technology, Active Directory, Remote Troubleshooting, Computer Hardware Troubleshooting, Windows, Software Troubleshooting","[('Technical Support', 'Skill'), ('Troubleshooting', 'Skill'), ('Mac', 'Skill'), ('Customer Support', 'Skill'), ('Information Technology', 'Skill'), ('Active Directory', 'Skill'), ('Remote Troubleshooting', 'Skill'), ('Computer Hardware Troubleshooting', 'Skill'), ('Windows', 'Skill'), ('Software Troubleshooting', 'Skill')]","[('Technical Support Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Technical Support', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Troubleshooting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Mac', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Customer Support', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Information Technology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Active Directory', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Remote Troubleshooting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Computer Hardware Troubleshooting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Windows', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Support Specialist', 'to_type': 'Skill', 'to_id': 'Software Troubleshooting', 'type': 'REQUIRES'}]"
Technical Writer,"Technical Writing, Technical Documentation, Editing, MadCap Flare, Writing, Content Management Systems (CMS), SharePoint, Confluence, FrameMaker, Technical Editing","[('Technical Writing', 'Skill'), ('Technical Documentation', 'Skill'), ('Editing', 'Skill'), ('MadCap Flare', 'Skill'), ('Writing', 'Skill'), ('Content Management Systems (CMS)', 'Skill'), ('SharePoint', 'Skill'), ('Confluence', 'Skill'), ('FrameMaker', 'Skill'), ('Technical Editing', 'Skill')]","[('Technical Writer', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'Technical Writing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'Technical Documentation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'Editing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'MadCap Flare', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'Writing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'Content Management Systems (CMS)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'SharePoint', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'Confluence', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'FrameMaker', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technical Writer', 'to_type': 'Skill', 'to_id': 'Technical Editing', 'type': 'REQUIRES'}]"
Technology Analyst,"SQL, Agile Methodologies, Jira, Amazon Web Services (AWS), Python (Programming Language), Java, ServiceNow, Scrum, Tableau, JavaScript","[('SQL', 'Skill'), ('Agile Methodologies', 'Skill'), ('Jira', 'Skill'), ('Amazon Web Services (AWS)', 'Skill'), ('Python (Programming Language)', 'Skill'), ('Java', 'Skill'), ('ServiceNow', 'Skill'), ('Scrum', 'Skill'), ('Tableau', 'Skill'), ('JavaScript', 'Skill')]","[('Technology Analyst', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'SQL', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'Agile Methodologies', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'Jira', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'Amazon Web Services (AWS)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'Python (Programming Language)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'Java', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'ServiceNow', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'Scrum', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'Tableau', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Analyst', 'to_type': 'Skill', 'to_id': 'JavaScript', 'type': 'REQUIRES'}]"
Technology Specialist,"Python (Programming Language), Java, SQL, Amazon Web Services (AWS), Information Technology, Technical Support, Agile Methodologies, JavaScript, React.js, Troubleshooting","[('Python (Programming Language)', 'Skill'), ('Java', 'Skill'), ('SQL', 'Skill'), ('Amazon Web Services (AWS)', 'Skill'), ('Information Technology', 'Skill'), ('Technical Support', 'Skill'), ('Agile Methodologies', 'Skill'), ('JavaScript', 'Skill'), ('React.js', 'Skill'), ('Troubleshooting', 'Skill')]","[('Technology Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'Python (Programming Language)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'Java', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'SQL', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'Amazon Web Services (AWS)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'Information Technology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'Technical Support', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'Agile Methodologies', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'JavaScript', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'React.js', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Technology Specialist', 'to_type': 'Skill', 'to_id': 'Troubleshooting', 'type': 'REQUIRES'}]"
Teller,"Teller Operations, Banking, Cash Handling, Retail Banking, Customer Service, Deposits, Cash, Branch Banking, Cash Management, Sales","[('Teller Operations', 'Skill'), ('Banking', 'Skill'), ('Cash Handling', 'Skill'), ('Retail Banking', 'Skill'), ('Customer Service', 'Skill'), ('Deposits', 'Skill'), ('Cash', 'Skill'), ('Branch Banking', 'Skill'), ('Cash Management', 'Skill'), ('Sales', 'Skill')]","[('Teller', 'Job')]","[{'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Teller Operations', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Banking', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Cash Handling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Retail Banking', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Customer Service', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Deposits', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Cash', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Branch Banking', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Cash Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Teller', 'to_type': 'Skill', 'to_id': 'Sales', 'type': 'REQUIRES'}]"
Territory Sales Manager,"Outside Sales, Territory Management, Direct Sales, Sales Management, Account Management, Sales, Sales Presentations, Business-to-Business (B2B), Sales & Marketing, Business Development","[('Outside Sales', 'Skill'), ('Territory Management', 'Skill'), ('Direct Sales', 'Skill'), ('Sales Management', 'Skill'), ('Account Management', 'Skill'), ('Sales', 'Skill'), ('Sales Presentations', 'Skill'), ('Business-to-Business (B2B)', 'Skill'), ('Sales & Marketing', 'Skill'), ('Business Development', 'Skill')]","[('Territory Sales Manager', 'Job')]","[{'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Outside Sales', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Territory Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Direct Sales', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Sales Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Account Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Sales', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Sales Presentations', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Business-to-Business (B2B)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Sales & Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Territory Sales Manager', 'to_type': 'Skill', 'to_id': 'Business Development', 'type': 'REQUIRES'}]"
Test Engineer,"Test Automation, Testing, Test Planning, Software Testing, Manual Testing, Test Engineering, Test Equipment, System Testing, Regression Testing, Test Cases","[('Test Automation', 'Skill'), ('Testing', 'Skill'), ('Test Planning', 'Skill'), ('Software Testing', 'Skill'), ('Manual Testing', 'Skill'), ('Test Engineering', 'Skill'), ('Test Equipment', 'Skill'), ('System Testing', 'Skill'), ('Regression Testing', 'Skill'), ('Test Cases', 'Skill')]","[('Test Engineer', 'Job')]","[{'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Test Automation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Testing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Test Planning', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Software Testing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Manual Testing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Test Engineering', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Test Equipment', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'System Testing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Regression Testing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Test Engineer', 'to_type': 'Skill', 'to_id': 'Test Cases', 'type': 'REQUIRES'}]"
Tour Guide,"Guided Tours, Public Speaking, Communication, Leadership, Customer Service, Organization Skills, Tourism, Time Management, Event Planning, Research","[('Guided Tours', 'Skill'), ('Public Speaking', 'Skill'), ('Communication', 'Skill'), ('Leadership', 'Skill'), ('Customer Service', 'Skill'), ('Organization Skills', 'Skill'), ('Tourism', 'Skill'), ('Time Management', 'Skill'), ('Event Planning', 'Skill'), ('Research', 'Skill')]","[('Tour Guide', 'Job')]","[{'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Guided Tours', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Public Speaking', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Communication', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Leadership', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Customer Service', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Organization Skills', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Tourism', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Time Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Event Planning', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Tour Guide', 'to_type': 'Skill', 'to_id': 'Research', 'type': 'REQUIRES'}]"
Training Coordinator,"Training & Development, Learning Management Systems, Employee Training, Training, Training Coordination, Onboarding, Training Delivery, Instructional Design, Project Coordination, Employee Learning & Development","[('Training & Development', 'Skill'), ('Learning Management Systems', 'Skill'), ('Employee Training', 'Skill'), ('Training', 'Skill'), ('Training Coordination', 'Skill'), ('Onboarding', 'Skill'), ('Training Delivery', 'Skill'), ('Instructional Design', 'Skill'), ('Project Coordination', 'Skill'), ('Employee Learning & Development', 'Skill')]","[('Training Coordinator', 'Job')]","[{'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Training & Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Learning Management Systems', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Employee Training', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Training', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Training Coordination', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Onboarding', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Training Delivery', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Instructional Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Project Coordination', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Coordinator', 'to_type': 'Skill', 'to_id': 'Employee Learning & Development', 'type': 'REQUIRES'}]"
