Job Title,Skills,skill_entities,job_entities,relationships
Interior Designer,"Interior Design, Space Planning, Revit, SketchUp, Residential Design, AutoCAD, FF&E Specifications, Interior Architecture, FF&E, Design","[('Interior Design, Space Planning, Revit, SketchUp, Residential Design, AutoCAD, FF&E Specifications, Interior Architecture, FF&E, Design', 'SKILL')]","[('Interior Designer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Interior Designer', 'to_type': 'SKILL', 'to_id': 'Interior Design, Space Planning, Revit, SketchUp, Residential Design, AutoCAD, FF&E Specifications, Interior Architecture, FF&E, Design', 'type': 'REQUIRES'}]"
Internal Auditor,"Internal Audits, Sarbanes-Oxley Act, Auditing, Internal Controls, Risk Management, Financial Audits, Regulatory Compliance, Accounting, IT Auditing, Risk Assessment","[('Internal Audits, Sarbanes-Oxley Act, Auditing, Internal Controls, Risk Management, Financial Audits, Regulatory Compliance, Accounting, IT Auditing, Risk Assessment', 'SKILL')]","[('Internal Auditor', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Internal Auditor', 'to_type': 'SKILL', 'to_id': 'Internal Audits, Sarbanes-Oxley Act, Auditing, Internal Controls, Risk Management, Financial Audits, Regulatory Compliance, Accounting, IT Auditing, Risk Assessment', 'type': 'REQUIRES'}]"
Interpreter,"Interpreting, Translation, Consecutive Interpretation, Simultaneous Interpretation, Language Services, American Sign Language, Conference Interpreting, Spanish, Multilingual, Spanish Translation","[('Interpreting, Translation, Consecutive Interpretation, Simultaneous Interpretation, Language Services, American Sign Language, Conference Interpreting, Spanish, Multilingual, Spanish Translation', 'SKILL')]","[('Interpreter', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Interpreter', 'to_type': 'SKILL', 'to_id': 'Interpreting, Translation, Consecutive Interpretation, Simultaneous Interpretation, Language Services, American Sign Language, Conference Interpreting, Spanish, Multilingual, Spanish Translation', 'type': 'REQUIRES'}]"
Interventionist,"Reading Intervention, Teaching, Special Education, Interventions, Behavioral Intervention, Crisis Intervention, Applied Behavior Analysis, Classroom Management, Lesson Planning, Behavior Management","[('Reading Intervention, Teaching, Special Education, Interventions, Behavioral Intervention, Crisis Intervention, Applied Behavior Analysis, Classroom Management, Lesson Planning, Behavior Management', 'SKILL')]","[('Interventionist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Interventionist', 'to_type': 'SKILL', 'to_id': 'Reading Intervention, Teaching, Special Education, Interventions, Behavioral Intervention, Crisis Intervention, Applied Behavior Analysis, Classroom Management, Lesson Planning, Behavior Management', 'type': 'REQUIRES'}]"
Inventory Manager,"Inventory Management, Inventory Control, Materials Management, Warehouse Operations, Inventory Analysis, Inventory Planning, Material Requirements Planning (MRP), Logistics Management, Inventory Accuracy, Supply Chain Management","[('Inventory Management, Inventory Control, Materials Management, Warehouse Operations, Inventory Analysis, Inventory Planning, Material Requirements Planning (MRP), Logistics Management, Inventory Accuracy, Supply Chain Management', 'SKILL')]","[('Inventory Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Inventory Manager', 'to_type': 'SKILL', 'to_id': 'Inventory Management, Inventory Control, Materials Management, Warehouse Operations, Inventory Analysis, Inventory Planning, Material Requirements Planning (MRP), Logistics Management, Inventory Accuracy, Supply Chain Management', 'type': 'REQUIRES'}]"
Inventory Specialist,"Inventory Control, Inventory Management, Materials Management, Inventory Analysis, Inventory Accuracy, Physical Inventory, Inventory Planning, Shipping & Receiving, Warehouse Operations, Customer Relationship Management (CRM)","[('Inventory Control, Inventory Management, Materials Management, Inventory Analysis, Inventory Accuracy, Physical Inventory, Inventory Planning, Shipping & Receiving, Warehouse Operations, Customer Relationship Management (CRM)', 'SKILL')]","[('Inventory Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Inventory Specialist', 'to_type': 'SKILL', 'to_id': 'Inventory Control, Inventory Management, Materials Management, Inventory Analysis, Inventory Accuracy, Physical Inventory, Inventory Planning, Shipping & Receiving, Warehouse Operations, Customer Relationship Management (CRM)', 'type': 'REQUIRES'}]"
Investment Advisor,"Investments, Investment Management, Investment Strategies, Series 65, Wealth Management Services, Alternative Investments, Foreign Exchange (FX) Trading, Financial Planning, Investment Advisory Services, Retirement Planning","[('Investments, Investment Management, Investment Strategies, Series 65, Wealth Management Services, Alternative Investments, Foreign Exchange (FX) Trading, Financial Planning, Investment Advisory Services, Retirement Planning', 'SKILL')]","[('Investment Advisor', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Investment Advisor', 'to_type': 'SKILL', 'to_id': 'Investments, Investment Management, Investment Strategies, Series 65, Wealth Management Services, Alternative Investments, Foreign Exchange (FX) Trading, Financial Planning, Investment Advisory Services, Retirement Planning', 'type': 'REQUIRES'}]"
Investment Analyst,"Financial Modeling, Financial Analysis, Equity Research, Investments, Investment Strategies, Bloomberg Terminal, Investment Management, Portfolio Management, Commercial Real Estate, Strategic Studies","[('Financial Modeling, Financial Analysis, Equity Research, Investments, Investment Strategies, Bloomberg Terminal, Investment Management, Portfolio Management, Commercial Real Estate, Strategic Studies', 'SKILL')]","[('Investment Analyst', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Investment Analyst', 'to_type': 'SKILL', 'to_id': 'Financial Modeling, Financial Analysis, Equity Research, Investments, Investment Strategies, Bloomberg Terminal, Investment Management, Portfolio Management, Commercial Real Estate, Strategic Studies', 'type': 'REQUIRES'}]"
Investment Specialist,"Investments, Investment Management, Investment Strategies, Cryptocurrency Trading, Foreign Exchange (FX) Trading, Bitcoin, Finance, Bitcoin Mining, Financial Analysis, Investment Banking","[('Investments, Investment Management, Investment Strategies, Cryptocurrency Trading, Foreign Exchange (FX) Trading, Bitcoin, Finance, Bitcoin Mining, Financial Analysis, Investment Banking', 'SKILL')]","[('Investment Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Investment Specialist', 'to_type': 'SKILL', 'to_id': 'Investments, Investment Management, Investment Strategies, Cryptocurrency Trading, Foreign Exchange (FX) Trading, Bitcoin, Finance, Bitcoin Mining, Financial Analysis, Investment Banking', 'type': 'REQUIRES'}]"
Java Software Engineer,"Spring Framework, Spring Boot, Java, AngularJS, Hibernate, Spring MVC, Core Java, JavaScript, Microservices, Amazon Web Services (AWS)","[('Spring Framework, Spring Boot, Java, AngularJS, Hibernate, Spring MVC, Core Java, JavaScript, Microservices, Amazon Web Services (AWS)', 'SKILL')]","[('Java Software Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Java Software Engineer', 'to_type': 'SKILL', 'to_id': 'Spring Framework, Spring Boot, Java, AngularJS, Hibernate, Spring MVC, Core Java, JavaScript, Microservices, Amazon Web Services (AWS)', 'type': 'REQUIRES'}]"
Journalist,"Journalism, Online Journalism, Writing, News Writing, Editing, Interviewing, Social Media, Creative Writing, Web Content Writing, Reporting","[('Journalism, Online Journalism, Writing, News Writing, Editing, Interviewing, Social Media, Creative Writing, Web Content Writing, Reporting', 'SKILL')]","[('Journalist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Journalist', 'to_type': 'SKILL', 'to_id': 'Journalism, Online Journalism, Writing, News Writing, Editing, Interviewing, Social Media, Creative Writing, Web Content Writing, Reporting', 'type': 'REQUIRES'}]"
Key Account Manager,"Key Account Development, Account Management, Business Development, Business-to-Business (B2B), Sales Management, Sales Presentations, Customer Relationship Management (CRM), Sales, Direct Sales, Salesforce.com","[('Key Account Development, Account Management, Business Development, Business-to-Business (B2B), Sales Management, Sales Presentations, Customer Relationship Management (CRM), Sales, Direct Sales, Salesforce.com', 'SKILL')]","[('Key Account Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Key Account Manager', 'to_type': 'SKILL', 'to_id': 'Key Account Development, Account Management, Business Development, Business-to-Business (B2B), Sales Management, Sales Presentations, Customer Relationship Management (CRM), Sales, Direct Sales, Salesforce.com', 'type': 'REQUIRES'}]"
Keyholder,"Retail Sales, Retail, Team Management, Sales, Customer Service, Merchandising, Visual Merchandising, Cash Handling, Customer Experience, Inventory Management","[('Retail Sales, Retail, Team Management, Sales, Customer Service, Merchandising, Visual Merchandising, Cash Handling, Customer Experience, Inventory Management', 'SKILL')]","[('Keyholder', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Keyholder', 'to_type': 'SKILL', 'to_id': 'Retail Sales, Retail, Team Management, Sales, Customer Service, Merchandising, Visual Merchandising, Cash Handling, Customer Experience, Inventory Management', 'type': 'REQUIRES'}]"
Kitchen Manager,"Culinary Skills, Restaurant Management, Food & Beverage, Food Safety, Food Preparation, Team Management, Cooking, Food Service Operations, Culinary Management, Serve Safe Certified","[('Culinary Skills, Restaurant Management, Food & Beverage, Food Safety, Food Preparation, Team Management, Cooking, Food Service Operations, Culinary Management, Serve Safe Certified', 'SKILL')]","[('Kitchen Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Kitchen Manager', 'to_type': 'SKILL', 'to_id': 'Culinary Skills, Restaurant Management, Food & Beverage, Food Safety, Food Preparation, Team Management, Cooking, Food Service Operations, Culinary Management, Serve Safe Certified', 'type': 'REQUIRES'}]"
Kitchen Staff,"Food & Beverage, Food Preparation, Cooking, Food Safety, Customer Service, Time Management, Culinary Skills, Communication, Organization Skills, Leadership","[('Food & Beverage, Food Preparation, Cooking, Food Safety, Customer Service, Time Management, Culinary Skills, Communication, Organization Skills, Leadership', 'SKILL')]","[('Kitchen Staff', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Kitchen Staff', 'to_type': 'SKILL', 'to_id': 'Food & Beverage, Food Preparation, Cooking, Food Safety, Customer Service, Time Management, Culinary Skills, Communication, Organization Skills, Leadership', 'type': 'REQUIRES'}]"
Laboratory Assistant,"Laboratory Skills, Laboratory Techniques, Polymerase Chain Reaction (PCR), Laboratory Safety, Laboratory Equipment, Research, DNA Extraction, MATLAB, Gel Electrophoresis, Data Entry","[('Laboratory Skills, Laboratory Techniques, Polymerase Chain Reaction (PCR), Laboratory Safety, Laboratory Equipment, Research, DNA Extraction, MATLAB, Gel Electrophoresis, Data Entry', 'SKILL')]","[('Laboratory Assistant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Laboratory Assistant', 'to_type': 'SKILL', 'to_id': 'Laboratory Skills, Laboratory Techniques, Polymerase Chain Reaction (PCR), Laboratory Safety, Laboratory Equipment, Research, DNA Extraction, MATLAB, Gel Electrophoresis, Data Entry', 'type': 'REQUIRES'}]"
Laboratory Manager,"Laboratory Skills, Laboratory Safety, Laboratory Equipment, Good Laboratory Practice (GLP), DNA Extraction, Research, Laboratory Techniques, Clinical Laboratory Management, Quality Control, Laboratory Information Management System (LIMS)","[('Laboratory Skills, Laboratory Safety, Laboratory Equipment, Good Laboratory Practice (GLP), DNA Extraction, Research, Laboratory Techniques, Clinical Laboratory Management, Quality Control, Laboratory Information Management System (LIMS)', 'SKILL')]","[('Laboratory Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Laboratory Manager', 'to_type': 'SKILL', 'to_id': 'Laboratory Skills, Laboratory Safety, Laboratory Equipment, Good Laboratory Practice (GLP), DNA Extraction, Research, Laboratory Techniques, Clinical Laboratory Management, Quality Control, Laboratory Information Management System (LIMS)', 'type': 'REQUIRES'}]"
Laboratory Specialist,"Laboratory Skills, Laboratory Equipment, Laboratory Safety, Polymerase Chain Reaction (PCR), Research, Laboratory Information Management System (LIMS), Laboratory Techniques, Good Laboratory Practice (GLP), Chemistry, Python (Programming Language)","[('Laboratory Skills, Laboratory Equipment, Laboratory Safety, Polymerase Chain Reaction (PCR), Research, Laboratory Information Management System (LIMS), Laboratory Techniques, Good Laboratory Practice (GLP), Chemistry, Python (Programming Language)', 'SKILL')]","[('Laboratory Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Laboratory Specialist', 'to_type': 'SKILL', 'to_id': 'Laboratory Skills, Laboratory Equipment, Laboratory Safety, Polymerase Chain Reaction (PCR), Research, Laboratory Information Management System (LIMS), Laboratory Techniques, Good Laboratory Practice (GLP), Chemistry, Python (Programming Language)', 'type': 'REQUIRES'}]"
Laboratory Technician,"Laboratory Skills, Laboratory Equipment, Laboratory Techniques, Laboratory Safety, Good Laboratory Practice (GLP), Polymerase Chain Reaction (PCR), Laboratory Technicians, DNA Extraction, Sample Preparation, Laboratory Information Management System (LIMS)","[('Laboratory Skills, Laboratory Equipment, Laboratory Techniques, Laboratory Safety, Good Laboratory Practice (GLP), Polymerase Chain Reaction (PCR), Laboratory Technicians, DNA Extraction, Sample Preparation, Laboratory Information Management System (LIMS)', 'SKILL')]","[('Laboratory Technician', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Laboratory Technician', 'to_type': 'SKILL', 'to_id': 'Laboratory Skills, Laboratory Equipment, Laboratory Techniques, Laboratory Safety, Good Laboratory Practice (GLP), Polymerase Chain Reaction (PCR), Laboratory Technicians, DNA Extraction, Sample Preparation, Laboratory Information Management System (LIMS)', 'type': 'REQUIRES'}]"
Landscaper,"Landscape Design, Landscaping, Landscape Maintenance, Landscape Architecture, Lawn Care, Lawn Mowing, Landscape Construction, Customer Service, Landscape Management, Leadership","[('Landscape Design, Landscaping, Landscape Maintenance, Landscape Architecture, Lawn Care, Lawn Mowing, Landscape Construction, Customer Service, Landscape Management, Leadership', 'SKILL')]","[('Landscaper', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Landscaper', 'to_type': 'SKILL', 'to_id': 'Landscape Design, Landscaping, Landscape Maintenance, Landscape Architecture, Lawn Care, Lawn Mowing, Landscape Construction, Customer Service, Landscape Management, Leadership', 'type': 'REQUIRES'}]"
Law Clerk,"Legal Research, Legal Writing, Personal Injury Law, Legal Document Preparation, Family Law, Westlaw, Litigation, LexisNexis, Civil Litigation, Criminal Law","[('Legal Research, Legal Writing, Personal Injury Law, Legal Document Preparation, Family Law, Westlaw, Litigation, LexisNexis, Civil Litigation, Criminal Law', 'SKILL')]","[('Law Clerk', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Law Clerk', 'to_type': 'SKILL', 'to_id': 'Legal Research, Legal Writing, Personal Injury Law, Legal Document Preparation, Family Law, Westlaw, Litigation, LexisNexis, Civil Litigation, Criminal Law', 'type': 'REQUIRES'}]"
Lawyer,"Legal Advice, Litigation, Legal Compliance, Legal Writing, Contract Negotiation, Corporate Law, Civil Litigation, Legal Research, Regulatory Compliance, Commercial Litigation","[('Legal Advice, Litigation, Legal Compliance, Legal Writing, Contract Negotiation, Corporate Law, Civil Litigation, Legal Research, Regulatory Compliance, Commercial Litigation', 'SKILL')]","[('Lawyer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Lawyer', 'to_type': 'SKILL', 'to_id': 'Legal Advice, Litigation, Legal Compliance, Legal Writing, Contract Negotiation, Corporate Law, Civil Litigation, Legal Research, Regulatory Compliance, Commercial Litigation', 'type': 'REQUIRES'}]"
Learning Specialist,"Instructional Design, Employee Learning & Development, Learning Management Systems, E-Learning, Curriculum Development, Training & Development, K-12 Education, Teaching, Education, Training","[('Instructional Design, Employee Learning & Development, Learning Management Systems, E-Learning, Curriculum Development, Training & Development, K-12 Education, Teaching, Education, Training', 'SKILL')]","[('Learning Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Learning Specialist', 'to_type': 'SKILL', 'to_id': 'Instructional Design, Employee Learning & Development, Learning Management Systems, E-Learning, Curriculum Development, Training & Development, K-12 Education, Teaching, Education, Training', 'type': 'REQUIRES'}]"
Leasing Consultant,"Property Management, Sales, Yardi Voyager, Yardi, OneSite, Fair Housing, Lease Administration, Customer Service, Automotive Sales, Yardi Property Management","[('Property Management, Sales, Yardi Voyager, Yardi, OneSite, Fair Housing, Lease Administration, Customer Service, Automotive Sales, Yardi Property Management', 'SKILL')]","[('Leasing Consultant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Leasing Consultant', 'to_type': 'SKILL', 'to_id': 'Property Management, Sales, Yardi Voyager, Yardi, OneSite, Fair Housing, Lease Administration, Customer Service, Automotive Sales, Yardi Property Management', 'type': 'REQUIRES'}]"
Leasing Specialist,"Property Management, Yardi, OneSite, Yardi Voyager, Sales, Yardi Property Management, Fair Housing, Lease Administration, Customer Service, Resident Retention","[('Property Management, Yardi, OneSite, Yardi Voyager, Sales, Yardi Property Management, Fair Housing, Lease Administration, Customer Service, Resident Retention', 'SKILL')]","[('Leasing Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Leasing Specialist', 'to_type': 'SKILL', 'to_id': 'Property Management, Yardi, OneSite, Yardi Voyager, Sales, Yardi Property Management, Fair Housing, Lease Administration, Customer Service, Resident Retention', 'type': 'REQUIRES'}]"
Lecturer,"University Teaching, Teaching, Higher Education, Lecturing, Curriculum Development, Research, Education, Writing, Instructional Design, Mentoring","[('University Teaching, Teaching, Higher Education, Lecturing, Curriculum Development, Research, Education, Writing, Instructional Design, Mentoring', 'SKILL')]","[('Lecturer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Lecturer', 'to_type': 'SKILL', 'to_id': 'University Teaching, Teaching, Higher Education, Lecturing, Curriculum Development, Research, Education, Writing, Instructional Design, Mentoring', 'type': 'REQUIRES'}]"
Legal Assistant,"Legal Assistance, Legal Document Preparation, Personal Injury Law, Legal Assistants, Legal Writing, Legal Research, Legal Discovery, Administrative Assistance, Family Law, Case Management","[('Legal Assistance, Legal Document Preparation, Personal Injury Law, Legal Assistants, Legal Writing, Legal Research, Legal Discovery, Administrative Assistance, Family Law, Case Management', 'SKILL')]","[('Legal Assistant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Legal Assistant', 'to_type': 'SKILL', 'to_id': 'Legal Assistance, Legal Document Preparation, Personal Injury Law, Legal Assistants, Legal Writing, Legal Research, Legal Discovery, Administrative Assistance, Family Law, Case Management', 'type': 'REQUIRES'}]"
Legal Specialist,"Legal Research, Legal Writing, Legal Document Preparation, Westlaw, Legal Assistance, Corporate Law, LexisNexis, Litigation, Law, Criminal Law","[('Legal Research, Legal Writing, Legal Document Preparation, Westlaw, Legal Assistance, Corporate Law, LexisNexis, Litigation, Law, Criminal Law', 'SKILL')]","[('Legal Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Legal Specialist', 'to_type': 'SKILL', 'to_id': 'Legal Research, Legal Writing, Legal Document Preparation, Westlaw, Legal Assistance, Corporate Law, LexisNexis, Litigation, Law, Criminal Law', 'type': 'REQUIRES'}]"
Librarian,"Library Services, Library Reference, Library Management, Library Instruction, Cataloging, Collection Development, Information Literacy, Library Science, Library Research, Public Libraries","[('Library Services, Library Reference, Library Management, Library Instruction, Cataloging, Collection Development, Information Literacy, Library Science, Library Research, Public Libraries', 'SKILL')]","[('Librarian', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Librarian', 'to_type': 'SKILL', 'to_id': 'Library Services, Library Reference, Library Management, Library Instruction, Cataloging, Collection Development, Information Literacy, Library Science, Library Research, Public Libraries', 'type': 'REQUIRES'}]"
Library Assistant,"Library Services, Cataloging, Library Reference, Customer Service, Organization Skills, Public Libraries, Library of Congress Classification, Research, Circulation, Writing","[('Library Services, Cataloging, Library Reference, Customer Service, Organization Skills, Public Libraries, Library of Congress Classification, Research, Circulation, Writing', 'SKILL')]","[('Library Assistant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Library Assistant', 'to_type': 'SKILL', 'to_id': 'Library Services, Cataloging, Library Reference, Customer Service, Organization Skills, Public Libraries, Library of Congress Classification, Research, Circulation, Writing', 'type': 'REQUIRES'}]"
Licensed Practical Nurse,"Nursing, Licensed Practical Nurse (LPN), Medication Administration, Wound Care, Geriatric Nursing, Nursing Documentation, IV Therapy, Home Care, Direct Patient Care, Patient Education","[('Nursing, Licensed Practical Nurse (LPN), Medication Administration, Wound Care, Geriatric Nursing, Nursing Documentation, IV Therapy, Home Care, Direct Patient Care, Patient Education', 'SKILL')]","[('Licensed Practical Nurse', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Licensed Practical Nurse', 'to_type': 'SKILL', 'to_id': 'Nursing, Licensed Practical Nurse (LPN), Medication Administration, Wound Care, Geriatric Nursing, Nursing Documentation, IV Therapy, Home Care, Direct Patient Care, Patient Education', 'type': 'REQUIRES'}]"
Lieutenant,"Law Enforcement, Public Safety, Patrol, Criminal Investigations, Police, Crime Prevention, Police Administration, Military Operations, Investigation, Military","[('Law Enforcement, Public Safety, Patrol, Criminal Investigations, Police, Crime Prevention, Police Administration, Military Operations, Investigation, Military', 'SKILL')]","[('Lieutenant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Lieutenant', 'to_type': 'SKILL', 'to_id': 'Law Enforcement, Public Safety, Patrol, Criminal Investigations, Police, Crime Prevention, Police Administration, Military Operations, Investigation, Military', 'type': 'REQUIRES'}]"
Life Coach,"Life Coaching, Coaching, Transformational Life Coaching, Wellness Coaching, Personal Coaching, Personal Development, Lifestyle Coaching, Coaching and Mentoring, Holistic Life Coaching, Executive Coaching","[('Life Coaching, Coaching, Transformational Life Coaching, Wellness Coaching, Personal Coaching, Personal Development, Lifestyle Coaching, Coaching and Mentoring, Holistic Life Coaching, Executive Coaching', 'SKILL')]","[('Life Coach', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Life Coach', 'to_type': 'SKILL', 'to_id': 'Life Coaching, Coaching, Transformational Life Coaching, Wellness Coaching, Personal Coaching, Personal Development, Lifestyle Coaching, Coaching and Mentoring, Holistic Life Coaching, Executive Coaching', 'type': 'REQUIRES'}]"
Lifeguard,"Lifeguarding, Cardiopulmonary Resuscitation (CPR), First Aid, Automated External Defibrillator (AED), Swim Instruction, Swimming, Leadership, Adult CPR, Communication, Customer Service","[('Lifeguarding, Cardiopulmonary Resuscitation (CPR), First Aid, Automated External Defibrillator (AED), Swim Instruction, Swimming, Leadership, Adult CPR, Communication, Customer Service', 'SKILL')]","[('Lifeguard', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Lifeguard', 'to_type': 'SKILL', 'to_id': 'Lifeguarding, Cardiopulmonary Resuscitation (CPR), First Aid, Automated External Defibrillator (AED), Swim Instruction, Swimming, Leadership, Adult CPR, Communication, Customer Service', 'type': 'REQUIRES'}]"
Litigation Paralegal,"Legal Discovery, Personal Injury Law, Litigation Support, Civil Litigation, Litigation, Subpoenas, Legal Document Preparation, Legal Research, Legal Writing, ECF","[('Legal Discovery, Personal Injury Law, Litigation Support, Civil Litigation, Litigation, Subpoenas, Legal Document Preparation, Legal Research, Legal Writing, ECF', 'SKILL')]","[('Litigation Paralegal', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Litigation Paralegal', 'to_type': 'SKILL', 'to_id': 'Legal Discovery, Personal Injury Law, Litigation Support, Civil Litigation, Litigation, Subpoenas, Legal Document Preparation, Legal Research, Legal Writing, ECF', 'type': 'REQUIRES'}]"
Loan Clerk,"Mortgage Lending, Loans, Encompass, U.S. VA Loans, Residential Mortgages, U.S. Federal Housing Authority (FHA), Loan Origination, Consumer Lending, Loan Servicing, Government Loans","[('Mortgage Lending, Loans, Encompass, U.S. VA Loans, Residential Mortgages, U.S. Federal Housing Authority (FHA), Loan Origination, Consumer Lending, Loan Servicing, Government Loans', 'SKILL')]","[('Loan Clerk', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Loan Clerk', 'to_type': 'SKILL', 'to_id': 'Mortgage Lending, Loans, Encompass, U.S. VA Loans, Residential Mortgages, U.S. Federal Housing Authority (FHA), Loan Origination, Consumer Lending, Loan Servicing, Government Loans', 'type': 'REQUIRES'}]"
Loan Officer,"Mortgage Lending, Government Loans, Loan Origination, U.S. VA Loans, Loans, Loan Officers, Residential Mortgages, Consumer Lending, Refinancing, Commercial Lending","[('Mortgage Lending, Government Loans, Loan Origination, U.S. VA Loans, Loans, Loan Officers, Residential Mortgages, Consumer Lending, Refinancing, Commercial Lending', 'SKILL')]","[('Loan Officer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Loan Officer', 'to_type': 'SKILL', 'to_id': 'Mortgage Lending, Government Loans, Loan Origination, U.S. VA Loans, Loans, Loan Officers, Residential Mortgages, Consumer Lending, Refinancing, Commercial Lending', 'type': 'REQUIRES'}]"
Logistics Coordinator,"Logistics Management, Dispatching, Freight Transportation, Third-Party Logistics (3PL), International Logistics, Import Export, Supply Chain Management, Distribution Logistics, Customer Relationship Management (CRM), Freight","[('Logistics Management, Dispatching, Freight Transportation, Third-Party Logistics (3PL), International Logistics, Import Export, Supply Chain Management, Distribution Logistics, Customer Relationship Management (CRM), Freight', 'SKILL')]","[('Logistics Coordinator', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Logistics Coordinator', 'to_type': 'SKILL', 'to_id': 'Logistics Management, Dispatching, Freight Transportation, Third-Party Logistics (3PL), International Logistics, Import Export, Supply Chain Management, Distribution Logistics, Customer Relationship Management (CRM), Freight', 'type': 'REQUIRES'}]"
Logistics Manager,"Logistics Management, Supply Chain Management, Transportation, Inventory Management, Warehouse Operations, Third-Party Logistics (3PL), International Logistics, Operations Management, Fleet Management, Trucking","[('Logistics Management, Supply Chain Management, Transportation, Inventory Management, Warehouse Operations, Third-Party Logistics (3PL), International Logistics, Operations Management, Fleet Management, Trucking', 'SKILL')]","[('Logistics Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Logistics Manager', 'to_type': 'SKILL', 'to_id': 'Logistics Management, Supply Chain Management, Transportation, Inventory Management, Warehouse Operations, Third-Party Logistics (3PL), International Logistics, Operations Management, Fleet Management, Trucking', 'type': 'REQUIRES'}]"
Logistics Specialist,"Logistics Management, Supply Chain Management, Distribution Logistics, Military Logistics, Third-Party Logistics (3PL), Warehouse Operations, Inventory Management, International Logistics, Dispatching, Shipping","[('Logistics Management, Supply Chain Management, Distribution Logistics, Military Logistics, Third-Party Logistics (3PL), Warehouse Operations, Inventory Management, International Logistics, Dispatching, Shipping', 'SKILL')]","[('Logistics Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Logistics Specialist', 'to_type': 'SKILL', 'to_id': 'Logistics Management, Supply Chain Management, Distribution Logistics, Military Logistics, Third-Party Logistics (3PL), Warehouse Operations, Inventory Management, International Logistics, Dispatching, Shipping', 'type': 'REQUIRES'}]"
Machine Operator,"Machine Operation, Manufacturing, Forklift Operation, Equipment Operation, CNC Machine, Machinery, Quality Control, Pallet Jack, Heavy Equipment Operations, Shipping & Receiving","[('Machine Operation, Manufacturing, Forklift Operation, Equipment Operation, CNC Machine, Machinery, Quality Control, Pallet Jack, Heavy Equipment Operations, Shipping & Receiving', 'SKILL')]","[('Machine Operator', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Machine Operator', 'to_type': 'SKILL', 'to_id': 'Machine Operation, Manufacturing, Forklift Operation, Equipment Operation, CNC Machine, Machinery, Quality Control, Pallet Jack, Heavy Equipment Operations, Shipping & Receiving', 'type': 'REQUIRES'}]"
Machinist,"Machining, CNC Machine, Computer Numerical Control (CNC), Precision Machining, Lathes, CNC Mill, CNC Manufacturing, CNC Programming, CNC Operation, Milling","[('Machining, CNC Machine, Computer Numerical Control (CNC), Precision Machining, Lathes, CNC Mill, CNC Manufacturing, CNC Programming, CNC Operation, Milling', 'SKILL')]","[('Machinist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Machinist', 'to_type': 'SKILL', 'to_id': 'Machining, CNC Machine, Computer Numerical Control (CNC), Precision Machining, Lathes, CNC Mill, CNC Manufacturing, CNC Programming, CNC Operation, Milling', 'type': 'REQUIRES'}]"
